ticket_id,created_at,priority,customer_tier,channel,product_area,region,reporter_history_count,queue_depth_at_creation,is_reopen,description_length,business_hours_flag,resolved_at,time_to_resolution,closed_status,agent_notes_final,breached_sla
T009709,2025-05-28T05:25:00,medium,enterprise,chat,ui,emea,22,28,0,119,0,2025-05-28T08:29:00,184,within_sla,resolved on time,0
T009710,2025-06-12T14:26:00,medium,business,portal,billing,na,3,0,0,252,1,2025-06-12T16:38:00,132,within_sla,resolved on time,0
T009711,2025-06-08T14:29:00,high,business,portal,mobile,na,14,0,1,286,0,2025-06-08T17:15:00,166,within_sla,resolved on time,0
T009712,2025-02-02T04:25:00,medium,standard,phone,mobile,emea,3,21,1,314,0,2025-02-03T00:33:00,1208,breached_open,escalated; SLA missed,1
T009713,2025-03-21T13:47:00,high,enterprise,email,api,apac,12,21,1,159,1,2025-03-22T05:00:00,913,breached_resolved,escalated; SLA missed,1
T009714,2025-06-18T10:33:00,medium,standard,phone,ui,latam,13,59,0,280,1,2025-06-18T10:38:00,5,within_sla,resolved on time,0
T009715,2025-02-25T19:09:00,medium,standard,chat,data,emea,10,45,0,365,0,2025-02-26T10:13:00,904,breached_open,escalated; SLA missed,1
T009716,2025-01-27T22:16:00,low,enterprise,email,mobile,na,2,41,0,149,0,2025-01-27T23:28:00,72,within_sla,resolved on time,0
T009717,2025-01-23T05:44:00,high,standard,portal,ui,emea,11,22,1,93,0,2025-01-23T05:49:00,5,within_sla,resolved on time,0
T009718,2025-02-07T00:16:00,medium,standard,email,api,na,11,15,0,65,0,2025-02-07T03:43:00,207,within_sla,resolved on time,0
T009719,2025-05-19T19:52:00,urgent,,chat,billing,apac,6,32,0,204,0,2025-05-20T14:45:00,1133,breached_resolved,escalated; SLA missed,1
T009720,2025-05-10T09:51:00,medium,business,chat,billing,latam,2,33,1,196,0,2025-05-10T12:47:00,176,within_sla,resolved on time,0
T009721,2025-01-26T03:53:00,medium,standard,phone,auth,na,8,72,0,92,0,2025-01-26T16:20:00,747,breached_open,escalated; SLA missed,1
T009722,2025-02-09T00:11:00,medium,standard,email,data,apac,0,20,0,128,0,2025-02-09T01:44:00,93,within_sla,resolved on time,0
T009723,2025-01-24T05:53:00,medium,business,chat,mobile,latam,6,65,0,283,0,2025-01-24T08:22:00,149,within_sla,resolved on time,0
T009724,2025-02-08T03:16:00,low,business,chat,auth,apac,0,11,1,285,0,2025-02-08T19:06:00,950,breached_resolved,escalated; SLA missed,1
T009725,2025-03-29T11:51:00,high,enterprise,email,ui,na,2,10,0,192,0,2025-03-29T13:54:00,123,within_sla,resolved on time,0
T009726,2025-04-26T09:37:00,medium,enterprise,chat,billing,latam,0,21,0,20,0,2025-04-26T13:46:00,249,within_sla,resolved on time,0
T009727,2025-01-31T15:14:00,high,standard,phone,ui,latam,25,0,0,353,1,2025-01-31T17:25:00,131,within_sla,resolved on time,0
T009728,2025-05-15T17:34:00,low,standard,email,auth,na,18,27,0,313,1,2025-05-16T09:32:00,958,breached_resolved,escalated; SLA missed,1
T009729,2025-06-28T13:23:00,high,standard,chat,api,na,5,3,0,179,0,2025-06-28T15:44:00,141,within_sla,resolved on time,0
T009730,2025-05-04T18:01:00,low,,portal,mobile,na,9,29,0,155,0,2025-05-04T20:54:00,173,within_sla,resolved on time,0
T009731,2025-06-27T07:31:00,high,standard,portal,billing,apac,11,52,0,61,0,2025-06-27T23:02:00,931,breached_resolved,escalated; SLA missed,1
T009732,2025-01-24T09:35:00,low,business,phone,ui,apac,10,6,0,307,1,2025-01-24T12:57:00,202,within_sla,resolved on time,0
T009733,2025-02-23T08:47:00,low,standard,portal,ui,apac,4,22,0,60,0,2025-02-23T13:38:00,291,within_sla,resolved on time,0
T009734,2025-04-06T08:04:00,high,standard,email,data,na,0,61,0,233,0,2025-04-06T13:05:00,301,within_sla,resolved on time,0
T009735,2025-02-24T06:06:00,medium,standard,email,api,latam,20,52,0,308,0,2025-02-24T20:12:00,846,breached_open,escalated; SLA missed,1
T009736,2025-06-20T10:55:00,high,enterprise,chat,data,latam,7,8,0,328,1,2025-06-21T06:41:00,1186,breached_resolved,escalated; SLA missed,1
T009737,2025-04-22T16:43:00,low,business,phone,ui,apac,7,0,0,318,1,2025-04-22T17:48:00,65,within_sla,resolved on time,0
T009738,2025-06-06T18:02:00,medium,enterprise,chat,api,na,18,0,0,262,0,2025-06-07T03:43:00,581,breached_resolved,escalated; SLA missed,1
T009739,2025-04-10T03:21:00,low,standard,phone,data,emea,14,21,0,373,0,2025-04-10T05:57:00,156,within_sla,resolved on time,0
T009740,2025-04-29T07:39:00,low,business,email,api,latam,11,0,0,349,0,2025-04-29T09:26:00,107,within_sla,resolved on time,0
T009741,2025-04-06T10:52:00,urgent,standard,portal,mobile,latam,12,23,0,184,0,2025-04-07T06:03:00,1151,breached_open,escalated; SLA missed,1
T009742,2025-06-01T04:47:00,urgent,enterprise,email,billing,na,7,36,0,178,0,2025-06-01T23:46:00,1139,breached_open,escalated; SLA missed,1
T009743,2025-05-23T01:43:00,high,standard,portal,mobile,apac,0,41,0,169,0,2025-05-23T06:17:00,274,within_sla,resolved on time,0
T009744,2025-03-22T03:06:00,high,business,email,data,na,7,21,0,20,0,2025-03-22T04:57:00,111,within_sla,resolved on time,0
T009745,2025-05-04T09:04:00,medium,standard,chat,ui,emea,18,33,0,284,0,2025-05-04T22:03:00,779,breached_resolved,escalated; SLA missed,1
T009746,2025-02-02T08:19:00,high,business,chat,auth,apac,10,25,0,93,0,2025-02-02T09:17:00,58,within_sla,resolved on time,0
T009747,2025-02-02T00:49:00,medium,,portal,auth,na,3,48,0,242,0,2025-02-02T03:21:00,152,within_sla,resolved on time,0
T009748,2025-05-14T05:56:00,urgent,business,portal,auth,emea,8,44,0,248,0,2025-05-15T01:12:00,1156,breached_resolved,escalated; SLA missed,1
T009749,2025-05-13T17:36:00,low,standard,phone,api,latam,14,15,0,147,1,2025-05-13T22:03:00,267,within_sla,resolved on time,0
T009750,2025-03-30T18:19:00,medium,enterprise,portal,billing,latam,0,28,0,426,0,2025-03-30T18:41:00,22,within_sla,resolved on time,0
T009751,2025-05-29T13:27:00,high,,chat,ui,apac,12,0,0,364,1,2025-05-29T16:36:00,189,within_sla,resolved on time,0
T009752,2025-05-08T21:11:00,medium,business,phone,mobile,emea,3,16,0,123,0,2025-05-09T02:07:00,296,within_sla,resolved on time,0
T009753,2025-03-04T09:50:00,urgent,standard,phone,api,latam,18,30,0,229,1,2025-03-04T10:04:00,14,within_sla,resolved on time,0
T009754,2025-04-10T07:34:00,medium,enterprise,portal,api,apac,2,41,0,250,0,2025-04-11T02:41:00,1147,breached_resolved,escalated; SLA missed,1
T009755,2025-03-28T21:44:00,low,standard,portal,mobile,na,2,55,0,342,0,2025-03-29T00:23:00,159,within_sla,resolved on time,0
T009756,2025-01-18T00:39:00,medium,standard,email,data,emea,3,40,0,230,0,2025-01-18T04:05:00,206,within_sla,resolved on time,0
T009757,2025-05-11T00:06:00,low,standard,portal,mobile,apac,3,40,0,274,0,2025-05-11T03:20:00,194,within_sla,resolved on time,0
T009758,2025-06-03T15:15:00,medium,standard,email,mobile,latam,4,36,0,158,1,2025-06-03T18:14:00,179,within_sla,resolved on time,0
T009759,2025-06-24T11:26:00,low,enterprise,portal,ui,latam,10,29,0,245,1,2025-06-24T13:45:00,139,within_sla,resolved on time,0
T009760,2025-02-24T20:57:00,medium,standard,chat,api,emea,9,4,1,288,0,2025-02-25T19:39:00,1362,breached_resolved,escalated; SLA missed,1
T009761,2025-06-14T09:56:00,high,standard,phone,data,apac,12,12,0,311,0,2025-06-15T05:16:00,1160,breached_resolved,escalated; SLA missed,1
T009762,2025-06-21T13:13:00,low,enterprise,chat,billing,na,9,12,1,178,0,2025-06-21T21:47:00,514,breached_resolved,escalated; SLA missed,1
T009763,2025-02-16T09:58:00,medium,business,portal,ui,apac,14,26,0,146,0,2025-02-16T14:35:00,277,within_sla,resolved on time,0
T009764,2025-01-25T03:45:00,high,standard,phone,data,apac,4,6,0,20,0,2025-01-25T03:56:00,11,within_sla,resolved on time,0
T009765,2025-06-03T15:04:00,low,standard,portal,mobile,emea,17,18,0,165,1,2025-06-03T17:58:00,174,within_sla,resolved on time,0
T009766,2025-05-01T23:30:00,low,enterprise,chat,billing,latam,9,18,0,53,0,2025-05-01T23:59:00,29,within_sla,resolved on time,0
T009767,2025-03-29T02:38:00,medium,standard,phone,data,latam,11,18,0,347,0,2025-03-29T04:07:00,89,within_sla,resolved on time,0
T009768,2025-02-09T14:29:00,high,standard,email,api,na,5,41,0,234,0,2025-02-09T20:36:00,367,breached_resolved,escalated; SLA missed,1
T009769,2025-02-03T09:32:00,medium,standard,email,mobile,emea,4,26,0,210,1,2025-02-03T19:10:00,578,breached_resolved,escalated; SLA missed,1
T009770,2025-04-27T00:54:00,low,standard,portal,api,latam,0,53,0,205,0,2025-04-27T03:29:00,155,within_sla,resolved on time,0
T009771,2025-03-18T10:35:00,urgent,standard,email,data,emea,18,35,1,360,1,2025-03-19T13:31:00,1616,breached_resolved,escalated; SLA missed,1
T009772,2025-02-04T15:13:00,low,standard,chat,data,,16,0,0,255,1,2025-02-04T16:33:00,80,within_sla,resolved on time,0
T009773,2025-03-18T10:46:00,medium,standard,chat,auth,apac,0,36,0,343,1,2025-03-18T13:08:00,142,within_sla,resolved on time,0
T009774,2025-01-29T09:06:00,low,standard,chat,ui,apac,18,14,0,212,1,2025-01-29T13:09:00,243,within_sla,resolved on time,0
T009775,2025-03-19T22:41:00,high,standard,phone,ui,apac,9,42,0,141,0,2025-03-20T02:21:00,220,within_sla,resolved on time,0
T009776,2025-02-06T08:14:00,medium,standard,phone,ui,apac,3,12,0,98,0,2025-02-06T11:11:00,177,within_sla,resolved on time,0
T009777,2025-05-15T20:32:00,urgent,business,portal,api,emea,17,27,0,220,0,2025-05-16T10:13:00,821,breached_resolved,escalated; SLA missed,1
T009778,2025-02-12T21:04:00,high,standard,phone,ui,apac,2,59,0,273,0,2025-02-13T17:43:00,1239,breached_resolved,escalated; SLA missed,1
T009779,2025-02-18T21:24:00,low,,chat,api,emea,11,0,0,137,0,2025-02-19T01:56:00,272,within_sla,resolved on time,0
T009780,2025-01-16T01:29:00,high,business,portal,mobile,apac,4,25,0,275,0,2025-01-16T13:20:00,711,breached_open,escalated; SLA missed,1
T009781,2025-06-13T09:14:00,medium,standard,email,api,na,0,22,0,167,1,2025-06-13T12:03:00,169,within_sla,resolved on time,0
T009782,2025-02-14T03:45:00,high,business,email,auth,apac,16,48,0,20,0,2025-02-14T12:18:00,513,breached_open,escalated; SLA missed,1
T009783,2025-05-10T04:17:00,low,standard,portal,data,emea,10,45,0,340,0,2025-05-10T18:05:00,828,breached_open,escalated; SLA missed,1
T009784,2025-02-19T13:26:00,medium,standard,phone,mobile,na,15,15,0,20,1,2025-02-19T14:26:00,60,within_sla,resolved on time,0
T009785,2025-01-17T04:30:00,medium,standard,email,ui,emea,5,38,0,315,0,2025-01-17T08:36:00,246,within_sla,resolved on time,0
T009786,2025-04-26T14:51:00,medium,standard,portal,data,latam,5,16,0,408,0,2025-04-27T12:14:00,1283,breached_open,escalated; SLA missed,1
T009787,2025-01-02T11:40:00,medium,enterprise,email,auth,emea,0,6,0,270,1,2025-01-02T13:14:00,94,within_sla,resolved on time,0
T009788,2025-03-11T05:49:00,medium,business,phone,billing,latam,10,43,0,355,0,2025-03-11T06:38:00,49,within_sla,resolved on time,0
T009789,2025-03-14T01:45:00,high,enterprise,portal,billing,emea,5,26,0,421,0,2025-03-14T13:05:00,680,breached_resolved,escalated; SLA missed,1
T009790,2025-03-19T11:34:00,low,standard,chat,auth,emea,0,22,0,243,1,2025-03-19T15:50:00,256,within_sla,resolved on time,0
T009791,2025-04-09T02:25:00,medium,standard,portal,data,latam,9,48,0,233,0,2025-04-09T18:51:00,986,breached_resolved,escalated; SLA missed,1
T009792,2025-03-30T13:01:00,medium,business,portal,api,emea,7,75,1,110,0,2025-03-31T07:17:00,1096,breached_resolved,escalated; SLA missed,1
T009793,2025-02-14T13:53:00,medium,standard,email,data,latam,16,54,0,405,1,2025-02-15T05:45:00,952,breached_resolved,escalated; SLA missed,1
T009794,2025-01-28T11:47:00,medium,business,portal,data,na,17,28,0,199,1,2025-01-28T14:42:00,175,within_sla,resolved on time,0
T009795,2025-05-05T01:33:00,urgent,enterprise,phone,data,apac,0,0,0,222,0,2025-05-05T20:13:00,1120,breached_resolved,escalated; SLA missed,1
T009796,2025-03-21T22:46:00,urgent,standard,email,data,,9,41,0,474,0,2025-03-22T01:43:00,177,within_sla,resolved on time,0
T009797,2025-03-10T14:10:00,high,standard,phone,mobile,emea,10,19,0,296,1,2025-03-11T04:48:00,878,breached_open,escalated; SLA missed,1
T009798,2025-05-29T13:25:00,low,standard,phone,mobile,apac,10,31,0,105,1,2025-05-29T17:13:00,228,within_sla,resolved on time,0
T009799,2025-04-05T00:56:00,low,standard,phone,billing,emea,8,17,0,190,0,2025-04-05T03:50:00,174,within_sla,resolved on time,0
T009800,2025-03-17T01:31:00,low,business,portal,auth,apac,13,34,0,352,0,2025-03-17T07:51:00,380,within_sla,resolved on time,0
T009801,2025-05-28T11:14:00,urgent,standard,phone,billing,emea,11,0,0,283,1,2025-05-29T00:35:00,801,breached_resolved,escalated; SLA missed,1
T009802,2025-01-04T23:38:00,urgent,standard,phone,mobile,na,9,1,0,331,0,2025-01-05T02:13:00,155,within_sla,resolved on time,0
T009803,2025-01-29T21:33:00,medium,business,portal,billing,emea,14,10,0,234,0,2025-01-29T23:11:00,98,within_sla,resolved on time,0
T009804,2025-01-30T10:11:00,urgent,standard,phone,auth,na,10,9,0,187,1,2025-01-30T20:18:00,607,breached_open,escalated; SLA missed,1
T009805,2025-05-23T04:21:00,high,standard,portal,data,apac,9,0,0,204,0,2025-05-23T06:09:00,108,within_sla,resolved on time,0
T009806,2025-05-20T19:42:00,low,standard,phone,auth,na,10,15,0,241,0,2025-05-20T23:38:00,236,within_sla,resolved on time,0
T009807,2025-03-22T21:33:00,high,standard,portal,mobile,na,0,43,0,373,0,2025-03-23T05:29:00,476,breached_resolved,escalated; SLA missed,1
T009808,2025-05-23T05:22:00,low,business,chat,api,na,9,40,0,351,0,2025-05-23T07:14:00,112,within_sla,resolved on time,0
T009809,2025-06-01T22:53:00,low,business,phone,billing,na,0,56,0,302,0,2025-06-02T11:58:00,785,breached_open,escalated; SLA missed,1
T009810,2025-06-22T05:42:00,low,standard,email,auth,na,6,46,0,225,0,2025-06-22T19:29:00,827,breached_open,escalated; SLA missed,1
T009811,2025-06-14T15:41:00,medium,standard,portal,api,na,15,23,0,160,0,2025-06-14T15:46:00,5,within_sla,resolved on time,0
T009812,2025-05-07T05:56:00,low,,email,data,,8,45,0,208,0,2025-05-07T08:22:00,146,within_sla,resolved on time,0
T009813,2025-04-27T12:00:00,high,,portal,auth,latam,14,12,0,264,0,2025-04-28T06:08:00,1088,breached_resolved,escalated; SLA missed,1
T009814,2025-02-04T03:37:00,medium,enterprise,email,data,na,19,29,1,185,0,2025-02-05T00:49:00,1272,breached_resolved,escalated; SLA missed,1
T009815,2025-05-11T08:54:00,medium,enterprise,phone,ui,latam,3,51,0,384,0,2025-05-11T11:20:00,146,within_sla,resolved on time,0
T009816,2025-01-14T22:28:00,medium,standard,chat,billing,na,3,22,0,258,0,2025-01-15T00:03:00,95,within_sla,resolved on time,0
T009817,2025-01-20T16:09:00,medium,standard,chat,data,emea,0,31,0,79,1,2025-01-20T19:26:00,197,within_sla,resolved on time,0
T009818,2025-06-01T06:42:00,medium,business,phone,mobile,emea,7,10,0,166,0,2025-06-01T10:07:00,205,within_sla,resolved on time,0
T009819,2025-02-08T09:29:00,medium,standard,chat,ui,latam,14,46,0,204,0,2025-02-08T11:09:00,100,within_sla,resolved on time,0
T009820,2025-02-09T17:58:00,medium,business,email,ui,emea,6,0,0,258,0,2025-02-10T03:37:00,579,breached_resolved,escalated; SLA missed,1
T009821,2025-05-17T06:44:00,medium,,phone,mobile,na,7,7,0,126,0,2025-05-17T08:53:00,129,within_sla,resolved on time,0
T009822,2025-04-07T21:47:00,low,standard,email,api,emea,8,33,0,142,0,2025-04-07T21:52:00,5,within_sla,resolved on time,0
T009823,2025-06-26T05:20:00,medium,business,chat,api,emea,24,0,0,285,0,2025-06-26T08:36:00,196,within_sla,resolved on time,0
T009824,2025-05-03T03:17:00,medium,business,chat,data,apac,11,24,0,290,0,2025-05-03T06:01:00,164,within_sla,resolved on time,0
T009825,2025-06-15T17:50:00,high,standard,phone,ui,emea,16,14,1,280,0,2025-06-16T03:35:00,585,breached_open,escalated; SLA missed,1
T009826,2025-01-08T13:00:00,medium,standard,chat,api,emea,8,32,0,314,1,2025-01-08T16:19:00,199,within_sla,resolved on time,0
T009827,2025-03-21T08:33:00,medium,business,email,auth,apac,0,19,0,22,0,2025-03-21T16:51:00,498,breached_resolved,escalated; SLA missed,1
T009828,2025-01-15T03:54:00,low,standard,email,api,latam,8,29,0,210,0,2025-01-15T16:01:00,727,breached_open,escalated; SLA missed,1
T009829,2025-05-01T04:55:00,high,standard,email,auth,na,7,23,1,92,0,2025-05-01T10:20:00,325,within_sla,resolved on time,0
T009830,2025-06-18T17:36:00,high,standard,chat,billing,na,12,21,0,227,1,2025-06-19T04:51:00,675,breached_open,escalated; SLA missed,1
T009831,2025-06-20T06:45:00,medium,standard,phone,ui,latam,10,63,0,68,0,2025-06-20T08:14:00,89,within_sla,resolved on time,0
T009832,2025-05-02T12:47:00,medium,business,portal,data,apac,11,44,0,110,1,2025-05-02T15:37:00,170,within_sla,resolved on time,0
T009833,2025-06-14T15:23:00,high,enterprise,email,data,apac,3,40,0,143,0,2025-06-14T21:02:00,339,breached_open,escalated; SLA missed,1
T009834,2025-04-17T14:19:00,medium,standard,phone,auth,emea,17,6,0,271,1,2025-04-17T15:44:00,85,within_sla,resolved on time,0
T009835,2025-03-30T12:30:00,low,standard,portal,ui,,0,43,0,129,0,2025-03-30T16:23:00,233,within_sla,resolved on time,0
T009836,2025-03-03T12:11:00,medium,standard,chat,data,latam,5,21,0,226,1,2025-03-04T07:30:00,1159,breached_open,escalated; SLA missed,1
T009837,2025-03-18T16:27:00,medium,standard,phone,data,latam,7,26,0,153,1,2025-03-18T21:41:00,314,within_sla,resolved on time,0
T009838,2025-01-30T03:06:00,urgent,business,portal,ui,apac,13,19,0,171,0,2025-01-30T16:45:00,819,breached_open,escalated; SLA missed,1
T009839,2025-01-21T07:46:00,medium,standard,phone,ui,na,6,27,0,93,0,2025-01-21T11:40:00,234,within_sla,resolved on time,0
T009840,2025-05-24T19:20:00,low,enterprise,portal,mobile,apac,12,19,0,170,0,2025-05-24T21:05:00,105,within_sla,resolved on time,0
T009841,2025-04-02T10:41:00,medium,standard,phone,auth,latam,8,33,0,399,1,2025-04-02T12:18:00,97,within_sla,resolved on time,0
T009842,2025-04-23T04:41:00,medium,standard,portal,auth,emea,6,25,0,192,0,2025-04-23T07:44:00,183,within_sla,resolved on time,0
T009843,2025-02-15T14:15:00,medium,standard,phone,api,latam,4,22,0,84,0,2025-02-16T04:37:00,862,breached_resolved,escalated; SLA missed,1
T009844,2025-01-21T14:50:00,low,standard,email,mobile,latam,10,26,0,274,1,2025-01-21T18:14:00,204,within_sla,resolved on time,0
T009845,2025-05-08T02:13:00,high,business,chat,ui,,4,31,0,164,0,2025-05-08T06:09:00,236,within_sla,resolved on time,0
T009846,2025-04-22T07:06:00,high,standard,phone,api,na,4,4,0,158,0,2025-04-22T08:12:00,66,within_sla,resolved on time,0
T009847,2025-01-10T16:49:00,medium,business,chat,mobile,latam,18,6,0,251,1,2025-01-10T19:25:00,156,within_sla,resolved on time,0
T009848,2025-03-29T03:20:00,medium,standard,phone,auth,na,12,9,1,242,0,2025-03-29T04:56:00,96,breached_resolved,escalated; SLA missed,1
T009849,2025-05-31T23:32:00,low,standard,phone,ui,latam,9,60,0,139,0,2025-06-01T22:54:00,1402,breached_open,escalated; SLA missed,1
T009850,2025-01-19T23:24:00,medium,business,email,data,emea,8,18,0,111,0,2025-01-20T14:49:00,925,breached_open,escalated; SLA missed,1
T009851,2025-05-12T22:18:00,urgent,standard,chat,ui,apac,0,44,0,226,0,2025-05-13T00:50:00,152,within_sla,resolved on time,0
T009852,2025-02-25T20:31:00,medium,business,portal,api,na,5,17,0,220,0,2025-02-25T20:46:00,15,within_sla,resolved on time,0
T009853,2025-05-09T02:55:00,low,business,chat,api,apac,6,28,0,168,0,2025-05-09T04:27:00,92,within_sla,resolved on time,0
T009854,2025-04-16T05:56:00,low,standard,email,mobile,,7,13,0,59,0,2025-04-16T09:10:00,194,within_sla,resolved on time,0
T009855,2025-02-02T18:21:00,medium,standard,chat,billing,na,5,14,0,324,0,2025-02-03T08:54:00,873,breached_open,escalated; SLA missed,1
T009856,2025-03-08T09:33:00,medium,standard,portal,mobile,emea,3,71,0,92,0,2025-03-08T12:54:00,201,within_sla,resolved on time,0
T009857,2025-03-02T17:06:00,high,,email,billing,apac,7,16,0,272,0,2025-03-02T21:59:00,293,within_sla,resolved on time,0
T009858,2025-02-10T19:32:00,medium,standard,chat,data,latam,10,23,0,249,0,2025-02-11T00:38:00,306,within_sla,resolved on time,0
T009859,2025-06-16T15:44:00,medium,enterprise,portal,billing,na,8,10,1,203,1,2025-06-16T17:25:00,101,within_sla,resolved on time,0
T009860,2025-03-21T02:46:00,low,standard,phone,api,latam,10,50,0,285,0,2025-03-21T05:12:00,146,within_sla,resolved on time,0
T009861,2025-03-24T03:31:00,medium,standard,email,data,apac,12,17,0,116,0,2025-03-24T06:29:00,178,within_sla,resolved on time,0
T009862,2025-06-01T22:05:00,high,business,phone,billing,emea,6,18,0,112,0,2025-06-02T10:55:00,770,breached_open,escalated; SLA missed,1
T009863,2025-03-31T08:17:00,medium,standard,chat,data,latam,7,16,0,334,0,2025-03-31T19:21:00,664,breached_open,escalated; SLA missed,1
T009864,2025-06-21T08:29:00,low,enterprise,phone,billing,na,3,25,0,141,0,2025-06-21T13:37:00,308,within_sla,resolved on time,0
T009865,2025-01-02T00:11:00,medium,standard,email,api,latam,13,52,0,94,0,2025-01-02T04:58:00,287,within_sla,resolved on time,0
T009866,2025-01-25T01:59:00,high,,email,billing,emea,11,28,0,161,0,2025-01-25T14:08:00,729,breached_open,escalated; SLA missed,1
T009867,2025-06-03T09:00:00,urgent,standard,phone,ui,latam,11,45,0,283,1,2025-06-03T19:33:00,633,breached_open,escalated; SLA missed,1
T009868,2025-05-02T20:49:00,medium,standard,email,auth,latam,4,26,0,173,0,2025-05-02T22:20:00,91,within_sla,resolved on time,0
T009869,2025-03-12T03:16:00,medium,standard,chat,auth,na,2,43,0,235,0,2025-03-12T15:54:00,758,breached_open,escalated; SLA missed,1
T009870,2025-06-16T05:06:00,low,enterprise,chat,billing,apac,21,21,0,267,0,2025-06-16T10:37:00,331,breached_resolved,escalated; SLA missed,1
T009871,2025-06-13T02:34:00,low,standard,phone,ui,latam,1,40,0,104,0,2025-06-13T15:05:00,751,breached_resolved,escalated; SLA missed,1
T009872,2025-01-08T01:45:00,low,standard,email,ui,apac,15,44,0,186,0,2025-01-08T16:28:00,883,breached_open,escalated; SLA missed,1
T009873,2025-06-09T20:16:00,medium,business,email,ui,apac,12,17,0,247,0,2025-06-10T00:25:00,249,within_sla,resolved on time,0
T009874,2025-05-28T11:04:00,high,business,email,data,na,1,43,0,20,1,2025-05-28T18:58:00,474,within_sla,resolved on time,0
T009875,2025-04-18T05:36:00,low,business,portal,auth,apac,0,42,0,175,0,2025-04-18T07:09:00,93,within_sla,resolved on time,0
T009876,2025-03-25T22:57:00,low,standard,portal,api,apac,12,15,1,145,0,2025-03-26T01:05:00,128,within_sla,resolved on time,0
T009877,2025-01-19T10:16:00,urgent,business,phone,ui,emea,14,13,0,188,0,2025-01-19T14:48:00,272,within_sla,resolved on time,0
T009878,2025-05-15T20:34:00,urgent,business,portal,mobile,apac,15,34,0,417,0,2025-05-16T19:14:00,1360,breached_resolved,escalated; SLA missed,1
T009879,2025-02-09T12:41:00,medium,standard,email,data,apac,18,27,0,250,0,2025-02-09T16:22:00,221,within_sla,resolved on time,0
T009880,2025-02-22T01:20:00,high,standard,chat,mobile,apac,10,22,0,182,0,2025-02-22T18:53:00,1053,breached_resolved,escalated; SLA missed,1
T009881,2025-01-22T11:25:00,medium,standard,phone,auth,emea,13,39,0,152,1,2025-01-22T17:33:00,368,within_sla,resolved on time,0
T009882,2025-03-28T10:56:00,medium,enterprise,chat,billing,emea,4,28,0,205,1,2025-03-29T07:51:00,1255,breached_open,escalated; SLA missed,1
T009883,2025-05-27T15:31:00,low,standard,phone,data,,5,31,0,136,1,2025-05-27T22:30:00,419,within_sla,resolved on time,0
T009884,2025-04-06T15:08:00,low,standard,phone,ui,na,2,9,0,171,0,2025-04-06T16:53:00,105,within_sla,resolved on time,0
T009885,2025-01-10T17:15:00,low,standard,portal,mobile,emea,12,33,0,175,1,2025-01-10T20:36:00,201,within_sla,resolved on time,0
T009886,2025-05-27T03:58:00,medium,standard,portal,data,emea,14,3,0,152,0,2025-05-27T08:43:00,285,within_sla,resolved on time,0
T009887,2025-01-29T05:14:00,low,standard,chat,data,apac,6,25,0,296,0,2025-01-29T08:53:00,219,breached_open,escalated; SLA missed,1
T009888,2025-03-08T16:47:00,medium,standard,chat,ui,,4,67,0,20,0,2025-03-08T20:16:00,209,within_sla,resolved on time,0
T009889,2025-04-04T20:32:00,medium,standard,chat,mobile,latam,13,45,0,215,0,2025-04-05T00:59:00,267,within_sla,resolved on time,0
T009890,2025-06-29T09:14:00,low,standard,chat,data,na,2,26,0,341,0,2025-06-29T12:49:00,215,within_sla,resolved on time,0
T009891,2025-04-18T19:56:00,low,enterprise,phone,mobile,na,8,45,0,153,0,2025-04-19T07:30:00,694,breached_open,escalated; SLA missed,1
T009892,2025-03-21T07:57:00,low,enterprise,chat,ui,emea,8,29,0,110,0,2025-03-21T10:07:00,130,within_sla,resolved on time,0
T009893,2025-02-13T07:07:00,high,standard,portal,auth,emea,9,24,0,272,0,2025-02-13T11:15:00,248,within_sla,resolved on time,0
T009894,2025-01-29T10:47:00,medium,business,phone,api,apac,23,13,0,76,1,2025-01-30T05:39:00,1132,breached_open,escalated; SLA missed,1
T009895,2025-04-01T18:59:00,medium,enterprise,chat,mobile,apac,13,17,0,179,0,2025-04-01T20:28:00,89,within_sla,resolved on time,0
T009896,2025-01-03T06:40:00,medium,standard,email,api,latam,10,6,0,56,0,2025-01-03T08:51:00,131,within_sla,resolved on time,0
T009897,2025-01-28T07:50:00,high,enterprise,chat,ui,na,7,24,0,158,0,2025-01-28T12:16:00,266,within_sla,resolved on time,0
T009898,2025-05-27T11:38:00,medium,enterprise,email,ui,na,8,28,0,253,1,2025-05-28T02:44:00,906,breached_resolved,escalated; SLA missed,1
T009899,2025-04-13T01:58:00,high,standard,chat,mobile,emea,13,18,0,440,0,2025-04-13T05:55:00,237,within_sla,resolved on time,0
T009900,2025-05-01T07:27:00,medium,standard,portal,mobile,apac,12,12,0,307,0,2025-05-01T09:47:00,140,within_sla,resolved on time,0
T009901,2025-01-10T20:19:00,medium,standard,email,data,na,3,14,0,528,0,2025-01-10T22:01:00,102,within_sla,resolved on time,0
T009902,2025-02-03T18:22:00,urgent,standard,portal,billing,latam,2,9,1,146,0,2025-02-03T21:25:00,183,within_sla,resolved on time,0
T009903,2025-04-19T04:20:00,medium,,portal,billing,apac,8,30,0,340,0,2025-04-19T06:56:00,156,within_sla,resolved on time,0
T009904,2025-05-28T17:38:00,medium,business,chat,mobile,apac,6,17,0,202,1,2025-05-28T20:40:00,182,within_sla,resolved on time,0
